"id","vector","h","s","v"
"franklin-pierce","#422D1D","0.0720720720720721","0.560606060606061","0.258823529411765"
"william-harrison","#6F513A","0.0723270440251572","0.477477477477477","0.435294117647059"
"james-monroe","#866851","0.0723270440251572","0.395522388059702","0.525490196078431"
"calvin-coolidge","#351B07","0.072463768115942","0.867924528301887","0.207843137254902"
"herbert-hoover","#D79A6B","0.0725308641975308","0.502325581395349","0.843137254901961"
"hw-bush","#E39050","0.072562358276644","0.647577092511013","0.890196078431372"
"jimmy-carter","#7A3C0C","0.0727272727272727","0.901639344262295","0.47843137254902"
"rutherford-hayes","#DF9C68","0.0728291316526611","0.533632286995516","0.874509803921569"
"john-tyler","#FCD8BC","0.0729166666666666","0.253968253968254","0.988235294117647"
"hw-bush","#A17D61","0.0729166666666667","0.397515527950311","0.631372549019608"
"william-taft","#976A47","0.0729166666666667","0.529801324503311","0.592156862745098"
"william-taft","#4C3A2C","0.0729166666666667","0.421052631578947","0.298039215686275"
"john-tyler","#613D21","0.0729166666666667","0.65979381443299","0.380392156862745"
"james-garfield","#F3A568","0.0731414868105516","0.57201646090535","0.952941176470588"
"warren-harding","#9C5721","0.0731707317073171","0.788461538461539","0.611764705882353"
"dwight-eisenhower","#905425","0.073208722741433","0.743055555555555","0.564705882352941"
"james-garfield","#D18B54","0.0733333333333333","0.598086124401914","0.819607843137255"
"john-kennedy","#3F230D","0.0733333333333333","0.793650793650794","0.247058823529412"
"ronald-reagan","#9D7352","0.0733333333333333","0.477707006369427","0.615686274509804"
"calvin-coolidge","#B8845B","0.0734767025089606","0.505434782608696","0.72156862745098"
"warren-harding","#643917","0.0735930735930736","0.77","0.392156862745098"
"herbert-hoover","#C98F61","0.0737179487179487","0.517412935323383","0.788235294117647"
"franklin-roosevelt","#76451E","0.0738636363636364","0.745762711864407","0.462745098039216"
"theodore-roosevelt","#A4693A","0.0738993710691824","0.646341463414634","0.643137254901961"
"james-buchanan","#E0BDA1","0.0740740740740741","0.28125","0.87843137254902"
"james-garfield","#865935","0.0740740740740741","0.604477611940298","0.525490196078431"
"thomas-jefferson","#413226","0.0740740740740741","0.415384615384615","0.254901960784314"
"william-mckinley","#8C5529","0.0740740740740741","0.707142857142857","0.549019607843137"
"franklin-pierce","#D6A883","0.0742971887550201","0.38785046728972","0.83921568627451"
"andrew-jackson","#8F7560","0.074468085106383","0.328671328671329","0.56078431372549"
"william-mckinley","#DFA474","0.0747663551401869","0.479820627802691","0.874509803921569"
"gerald-ford","#F2B685","0.0749235474006116","0.450413223140496","0.949019607843137"
"william-mckinley","#CA8D5B","0.0750750750750751","0.549504950495049","0.792156862745098"
"franklin-roosevelt","#98663D","0.0750915750915751","0.598684210526316","0.596078431372549"
"dwight-eisenhower","#2E1D0F","0.0752688172043011","0.673913043478261","0.180392156862745"
"bill-clinton","#795639","0.0755208333333333","0.528925619834711","0.474509803921569"
"hw-bush","#FEBD87","0.0756302521008403","0.468503937007874","0.996078431372549"
"w-bush","#72665C","0.0757575757575758","0.192982456140351","0.447058823529412"
"james-monroe","#3C2A1B","0.0757575757575758","0.55","0.235294117647059"
"jimmy-carter","#AF7748","0.0760517799352751","0.588571428571429","0.686274509803922"
"herbert-hoover","#CD9464","0.0761904761904762","0.51219512195122","0.803921568627451"
"james-garfield","#9A673C","0.0762411347517731","0.61038961038961","0.603921568627451"
"ronald-reagan","#9F724C","0.0763052208835342","0.522012578616352","0.623529411764706"
"benjamin-harrison","#C47D41","0.0763358778625954","0.668367346938776","0.768627450980392"
"james-buchanan","#584B40","0.0763888888888889","0.272727272727273","0.345098039215686"
"hw-bush","#4A301A","0.0763888888888889","0.648648648648649","0.290196078431373"
"dwight-eisenhower","#4C321C","0.0763888888888889","0.631578947368421","0.298039215686275"
"ulysses-grant","#1A0D02","0.0763888888888889","0.923076923076923","0.101960784313725"
"andrew-jackson","#A08670","0.0763888888888889","0.3","0.627450980392157"
"john-tyler","#D2B195","0.0765027322404371","0.29047619047619","0.823529411764706"
"zachary-taylor","#5B4029","0.0766666666666666","0.549450549450549","0.356862745098039"
"andrew-johnson","#8A5A31","0.0767790262172285","0.644927536231884","0.541176470588235"
"john-adams","#433529","0.0769230769230769","0.388059701492537","0.262745098039216"
"calvin-coolidge","#E9AA74","0.0769230769230769","0.502145922746781","0.913725490196078"
"lyndon-johnson","#BDA896","0.0769230769230769","0.206349206349206","0.741176470588235"
"harry-truman","#493422","0.0769230769230769","0.534246575342466","0.286274509803922"
"john-adams","#504236","0.076923076923077","0.325","0.313725490196078"
"warren-harding","#A86F3E","0.0770440251572327","0.630952380952381","0.658823529411765"
"abraham-lincoln","#9F7A5A","0.0772946859903382","0.433962264150943","0.623529411764706"
"calvin-coolidge","#FEBB81","0.0773333333333333","0.492125984251969","0.996078431372549"
"benjamin-harrison","#57381D","0.0775862068965517","0.666666666666667","0.341176470588235"
"james-buchanan","#D8B89C","0.0777777777777778","0.277777777777778","0.847058823529412"
"william-mckinley","#D39A68","0.0778816199376947","0.507109004739337","0.827450980392157"
"ronald-reagan","#673C16","0.0781893004115226","0.786407766990291","0.403921568627451"
"chester-arthur","#482506","0.0782828282828283","0.916666666666667","0.282352941176471"
"john-kennedy","#5C391A","0.0782828282828283","0.717391304347826","0.36078431372549"
"john-kennedy","#6E4B2C","0.0782828282828283","0.6","0.431372549019608"
"james-garfield","#A26D3E","0.0783333333333333","0.617283950617284","0.635294117647059"
"chester-arthur","#60452D","0.0784313725490196","0.53125","0.376470588235294"
"william-taft","#5C3818","0.0784313725490196","0.739130434782609","0.36078431372549"
"ulysses-grant","#D5A67C","0.0786516853932584","0.417840375586854","0.835294117647059"
"w-bush","#85684E","0.0787878787878788","0.413533834586466","0.52156862745098"
"john-adams","#41372E","0.0789473684210527","0.292307692307692","0.254901960784314"
"james-buchanan","#F9D0AB","0.0790598290598291","0.313253012048193","0.976470588235294"
"hw-bush","#6D4D30","0.0792349726775956","0.559633027522936","0.427450980392157"
"abraham-lincoln","#88684B","0.0792349726775956","0.448529411764706","0.533333333333333"
"warren-harding","#E5A367","0.0793650793650793","0.550218340611354","0.898039215686275"
"chester-arthur","#775638","0.0793650793650794","0.529411764705882","0.466666666666667"
"james-buchanan","#E8BB92","0.0794573643410853","0.370689655172414","0.909803921568627"
"chester-arthur","#826041","0.0794871794871795","0.5","0.509803921568627"
"james-garfield","#D18B4B","0.0796019900497512","0.641148325358852","0.819607843137255"
"james-buchanan","#72665B","0.0797101449275362","0.201754385964912","0.447058823529412"
"gerald-ford","#785331","0.07981220657277","0.591666666666667","0.470588235294118"
"zachary-taylor","#583F28","0.0798611111111111","0.545454545454545","0.345098039215686"
"zachary-taylor","#9B7450","0.08","0.483870967741935","0.607843137254902"
"john-kennedy","#4B3017","0.0801282051282051","0.693333333333333","0.294117647058824"
"james-buchanan","#FED5AF","0.080168776371308","0.311023622047244","0.996078431372549"
"herbert-hoover","#A46D3A","0.080188679245283","0.646341463414634","0.643137254901961"
"jimmy-carter","#874E19","0.0803030303030303","0.814814814814815","0.529411764705882"
"franklin-roosevelt","#4C2E12","0.0804597701149425","0.763157894736842","0.298039215686275"
"jimmy-carter","#D1955D","0.0804597701149426","0.555023923444976","0.819607843137255"
"franklin-roosevelt","#7D4F24","0.0805243445692884","0.712","0.490196078431373"
"harry-truman","#4F3013","0.0805555555555556","0.759493670886076","0.309803921568627"
"grover-cleveland","#342313","0.0808080808080808","0.634615384615385","0.203921568627451"
"james-buchanan","#C6A17E","0.0810185185185185","0.363636363636364","0.776470588235294"
"millard-fillmore","#D8B390","0.0810185185185185","0.333333333333333","0.847058823529412"
"benjamin-harrison","#67411D","0.0810810810810811","0.718446601941748","0.403921568627451"
"martin-van-buren","#73604E","0.0810810810810811","0.321739130434783","0.450980392156863"
"jimmy-carter","#382411","0.0811965811965812","0.696428571428572","0.219607843137255"
"james-madison","#4A3623","0.0811965811965812","0.527027027027027","0.290196078431373"
"millard-fillmore","#BB9067","0.0813492063492064","0.449197860962567","0.733333333333333"
"millard-fillmore","#9F8872","0.0814814814814815","0.283018867924528","0.623529411764706"
"john-kennedy","#422A13","0.0815602836879433","0.712121212121212","0.258823529411765"
"theodore-roosevelt","#65492E","0.0818181818181818","0.544554455445544","0.396078431372549"
"rutherford-hayes","#896B4E","0.0819209039548023","0.430656934306569","0.537254901960784"
"w-bush","#9C7D5F","0.0819672131147541","0.391025641025641","0.611764705882353"
"james-garfield","#C7884B","0.081989247311828","0.623115577889447","0.780392156862745"
"william-taft","#A38160","0.082089552238806","0.411042944785276","0.63921568627451"
"john-tyler","#E1BB96","0.0822222222222222","0.333333333333333","0.882352941176471"
"woodrow-wilson","#79522C","0.0822510822510823","0.636363636363636","0.474509803921569"
"zachary-taylor","#A3764A","0.0823970037453184","0.54601226993865","0.63921568627451"
"ulysses-grant","#B8895B","0.0824372759856631","0.505434782608696","0.72156862745098"
"william-mckinley","#CC9865","0.0825242718446602","0.504901960784314","0.8"
"chester-arthur","#58412A","0.0833333333333333","0.522727272727273","0.345098039215686"
"hw-bush","#30261C","0.0833333333333333","0.416666666666667","0.188235294117647"
"calvin-coolidge","#A7794B","0.0833333333333333","0.550898203592814","0.654901960784314"
"millard-fillmore","#DAB188","0.0833333333333333","0.376146788990826","0.854901960784314"
"millard-fillmore","#A68B70","0.0833333333333333","0.325301204819277","0.650980392156863"
"john-kennedy","#53412F","0.0833333333333333","0.433734939759036","0.325490196078431"
"james-madison","#15110D","0.0833333333333333","0.380952380952381","0.0823529411764706"
"richard-nixon","#6F4B27","0.0833333333333333","0.648648648648649","0.435294117647059"
"ronald-reagan","#695847","0.0833333333333333","0.323809523809524","0.411764705882353"
"ronald-reagan","#785F46","0.0833333333333333","0.416666666666667","0.470588235294118"
"franklin-roosevelt","#422D18","0.0833333333333333","0.636363636363636","0.258823529411765"
"harry-truman","#AD7033","0.0833333333333333","0.705202312138728","0.67843137254902"
"john-tyler","#7A5D40","0.0833333333333333","0.475409836065574","0.47843137254902"
"chester-arthur","#573513","0.0833333333333334","0.781609195402299","0.341176470588235"
"chester-arthur","#78522C","0.0833333333333334","0.633333333333333","0.470588235294118"
"w-bush","#44372A","0.0833333333333334","0.382352941176471","0.266666666666667"
"ulysses-grant","#4B3117","0.0833333333333334","0.693333333333333","0.294117647058824"
"john-kennedy","#82603E","0.0833333333333334","0.523076923076923","0.509803921568627"
"benjamin-harrison","#E4AB71","0.0840579710144927","0.504385964912281","0.894117647058824"
"chester-arthur","#B48555","0.0842105263157895","0.527777777777778","0.705882352941177"
"herbert-hoover","#7A5733","0.0845070422535211","0.581967213114754","0.47843137254902"
"chester-arthur","#664727","0.0846560846560847","0.617647058823529","0.4"
"andrew-johnson","#563717","0.0846560846560847","0.732558139534884","0.337254901960784"
"ulysses-grant","#42280D","0.0849056603773585","0.803030303030303","0.258823529411765"
"john-tyler","#996E41","0.0852272727272727","0.575163398692811","0.6"
"benjamin-harrison","#805D38","0.0856481481481481","0.5625","0.501960784313725"
"chester-arthur","#906E4A","0.0857142857142857","0.486111111111111","0.564705882352941"
"zachary-taylor","#8D6030","0.0860215053763441","0.659574468085106","0.552941176470588"
"zachary-taylor","#63492D","0.0864197530864197","0.545454545454545","0.388235294117647"
"andrew-jackson","#5D452B","0.0866666666666667","0.537634408602151","0.364705882352941"
"herbert-hoover","#61401C","0.0869565217391304","0.711340206185567","0.380392156862745"
"john-tyler","#805F3B","0.0869565217391304","0.5390625","0.501960784313725"
"ulysses-grant","#412B13","0.0869565217391305","0.707692307692308","0.254901960784314"
"jq-adams","#543F28","0.0871212121212121","0.523809523809524","0.329411764705882"
"richard-nixon","#37220B","0.0871212121212121","0.8","0.215686274509804"
"benjamin-harrison","#7B5225","0.0872093023255814","0.699186991869919","0.482352941176471"
"john-kennedy","#855C2F","0.0872093023255814","0.646616541353383","0.52156862745098"
"hw-bush","#7D6953","0.0873015873015873","0.336","0.490196078431373"
"benjamin-harrison","#1E150B","0.087719298245614","0.633333333333333","0.117647058823529"
"george-washington","#433A30","0.087719298245614","0.283582089552239","0.262745098039216"
"franklin-roosevelt","#9C672C","0.0877976190476191","0.717948717948718","0.611764705882353"
"benjamin-harrison","#8F6C45","0.0878378378378378","0.517482517482518","0.56078431372549"
"andrew-johnson","#CC985E","0.0878787878787879","0.53921568627451","0.8"
"gerald-ford","#533A1E","0.0880503144654088","0.63855421686747","0.325490196078431"
"grover-cleveland","#543C21","0.0882352941176471","0.607142857142857","0.329411764705882"
"zachary-taylor","#221A11","0.0882352941176471","0.5","0.133333333333333"
"chester-arthur","#755837","0.0887096774193548","0.52991452991453","0.458823529411765"
"calvin-coolidge","#57330A","0.0887445887445887","0.885057471264368","0.341176470588235"
"john-kennedy","#543F27","0.0888888888888889","0.535714285714286","0.329411764705882"
"john-kennedy","#6A553D","0.0888888888888889","0.424528301886792","0.415686274509804"
"john-kennedy","#9E7546","0.0890151515151515","0.556962025316456","0.619607843137255"
"chester-arthur","#553B1D","0.0892857142857143","0.658823529411765","0.333333333333333"
"harry-truman","#CFA97D","0.0894308943089431","0.396135265700483","0.811764705882353"
"john-kennedy","#8F704C","0.0895522388059701","0.468531468531469","0.56078431372549"
"hw-bush","#483723","0.0900900900900901","0.513888888888889","0.282352941176471"
"george-washington","#5E4D39","0.0900900900900901","0.393617021276596","0.368627450980392"
"william-mckinley","#CF9D62","0.0902140672782875","0.526570048309179","0.811764705882353"
"dwight-eisenhower","#785327","0.0905349794238683","0.675","0.470588235294118"
"john-kennedy","#997448","0.0905349794238683","0.529411764705882","0.6"
"jimmy-carter","#7F5523","0.0905797101449275","0.724409448818898","0.498039215686275"
"warren-harding","#3B260D","0.0905797101449275","0.779661016949153","0.231372549019608"
"andrew-johnson","#321D04","0.0905797101449275","0.92","0.196078431372549"
"james-buchanan","#CBB69D","0.0905797101449276","0.226600985221675","0.796078431372549"
"ulysses-grant","#7F5E36","0.091324200913242","0.574803149606299","0.498039215686275"
"grover-cleveland","#A98457","0.0914634146341464","0.485207100591716","0.662745098039216"
"thomas-jefferson","#1C1308","0.0916666666666667","0.714285714285714","0.109803921568627"
"william-harrison","#503A1F","0.0918367346938776","0.6125","0.313725490196078"
"rutherford-hayes","#35240F","0.0921052631578947","0.716981132075472","0.207843137254902"
"john-adams","#5F4A30","0.0921985815602837","0.494736842105263","0.372549019607843"
"andrew-jackson","#695945","0.0925925925925926","0.342857142857143","0.411764705882353"
"franklin-roosevelt","#2E1E0A","0.0925925925925926","0.782608695652174","0.180392156862745"
"benjamin-harrison","#A9804C","0.0931899641577061","0.550295857988166","0.662745098039216"
"herbert-hoover","#A67E4B","0.0934065934065934","0.548192771084337","0.650980392156863"
"william-mckinley","#B98747","0.0935672514619883","0.616216216216216","0.725490196078431"
"rutherford-hayes","#584328","0.09375","0.545454545454545","0.345098039215686"
"harry-truman","#B08349","0.0938511326860841","0.585227272727273","0.690196078431373"
"franklin-pierce","#634B2C","0.0939393939393939","0.555555555555556","0.388235294117647"
"thomas-jefferson","#3C2B15","0.094017094017094","0.65","0.235294117647059"
"harry-truman","#DDB178","0.094059405940594","0.457013574660634","0.866666666666667"
"william-mckinley","#C3975E","0.0940594059405941","0.517948717948718","0.764705882352941"
"john-tyler","#624724","0.0940860215053763","0.63265306122449","0.384313725490196"
"abraham-lincoln","#544026","0.0942028985507246","0.547619047619048","0.329411764705882"
"gerald-ford","#D3B287","0.0942982456140351","0.360189573459716","0.827450980392157"
"ulysses-grant","#795C36","0.0945273631840796","0.553719008264463","0.474509803921569"
"dwight-eisenhower","#D2984B","0.0950617283950617","0.642857142857143","0.823529411764706"
"ulysses-grant","#A6865B","0.0955555555555556","0.451807228915663","0.650980392156863"
"warren-harding","#654821","0.0955882352941177","0.673267326732673","0.396078431372549"
"john-kennedy","#8E7451","0.0956284153005464","0.429577464788732","0.556862745098039"
"jq-adams","#513A1B","0.095679012345679","0.666666666666667","0.317647058823529"
"franklin-pierce","#715836","0.096045197740113","0.52212389380531","0.443137254901961"
"harry-truman","#5B4629","0.0966666666666667","0.549450549450549","0.356862745098039"
"gerald-ford","#BFA37C","0.0970149253731343","0.350785340314136","0.749019607843137"
"theodore-roosevelt","#C6AA83","0.0970149253731343","0.338383838383838","0.776470588235294"
"benjamin-harrison","#99784A","0.0970464135021097","0.516339869281046","0.6"
"richard-nixon","#3F301B","0.0972222222222222","0.571428571428571","0.247058823529412"
"harry-truman","#3B2F1E","0.0977011494252874","0.491525423728814","0.231372549019608"
"warren-harding","#271905","0.0980392156862745","0.871794871794872","0.152941176470588"
"millard-fillmore","#98866C","0.0984848484848485","0.289473684210526","0.596078431372549"
"harry-truman","#A38457","0.0986842105263158","0.466257668711656","0.63921568627451"
"william-mckinley","#DDB67D","0.0989583333333333","0.434389140271493","0.866666666666667"
"jimmy-carter","#624418","0.0990990990990991","0.755102040816327","0.384313725490196"
"millard-fillmore","#4C3B22","0.0992063492063492","0.552631578947368","0.298039215686275"
"lyndon-johnson","#B7A994","0.0999999999999999","0.191256830601093","0.717647058823529"
"harry-truman","#95774A","0.1","0.503355704697987","0.584313725490196"
"theodore-roosevelt","#CDB693","0.100574712643678","0.282926829268293","0.803921568627451"
"franklin-roosevelt","#584528","0.100694444444444","0.545454545454545","0.345098039215686"
"rutherford-hayes","#463925","0.101010101010101","0.471428571428571","0.274509803921569"
"dwight-eisenhower","#896123","0.101307189542484","0.744525547445255","0.537254901960784"
"herbert-hoover","#91764C","0.101449275362319","0.475862068965517","0.568627450980392"
"dwight-eisenhower","#A67A35","0.101769911504425","0.680722891566265","0.650980392156863"
"herbert-hoover","#8D7144","0.102739726027397","0.517730496453901","0.552941176470588"
"william-mckinley","#EFC889","0.102941176470588","0.426778242677824","0.937254901960784"
"herbert-hoover","#423218","0.103174603174603","0.636363636363636","0.258823529411765"
"herbert-hoover","#4E3B1C","0.103333333333333","0.641025641025641","0.305882352941176"
"jq-adams","#5B4726","0.10377358490566","0.582417582417582","0.356862745098039"
"warren-harding","#674814","0.104417670682731","0.805825242718447","0.403921568627451"
"warren-harding","#48391F","0.105691056910569","0.569444444444444","0.282352941176471"
"ronald-reagan","#8D7A59","0.105769230769231","0.368794326241135","0.552941176470588"
"george-washington","#6F634E","0.106060606060606","0.297297297297297","0.435294117647059"
"bill-clinton","#594219","0.106770833333333","0.719101123595506","0.349019607843137"
"ulysses-grant","#C5A160","0.107260726072607","0.512690355329949","0.772549019607843"
"jq-adams","#746447","0.107407407407407","0.387931034482759","0.454901960784314"
"george-washington","#867659","0.107407407407407","0.335820895522388","0.525490196078431"
"jimmy-carter","#4E4129","0.108108108108108","0.474358974358974","0.305882352941176"
"harry-truman","#60533B","0.108108108108108","0.385416666666667","0.376470588235294"
"theodore-roosevelt","#392B11","0.108333333333333","0.701754385964912","0.223529411764706"
"dwight-eisenhower","#564422","0.108974358974359","0.604651162790698","0.337254901960784"
"lyndon-johnson","#756C5B","0.108974358974359","0.222222222222222","0.458823529411765"
"gerald-ford","#4E4025","0.109756097560976","0.525641025641026","0.305882352941176"
"dwight-eisenhower","#A07A30","0.110119047619048","0.7","0.627450980392157"
"gerald-ford","#817254","0.111111111111111","0.348837209302326","0.505882352941176"
"warren-harding","#A98234","0.111111111111111","0.692307692307692","0.662745098039216"
"andrew-johnson","#1B1303","0.111111111111111","0.888888888888889","0.105882352941176"
"lyndon-johnson","#F3E6CC","0.111111111111111","0.160493827160494","0.952941176470588"
"ronald-reagan","#16130D","0.111111111111111","0.409090909090909","0.0862745098039216"
"jimmy-carter","#664F20","0.111904761904762","0.686274509803922","0.4"
"calvin-coolidge","#6B5C3D","0.11231884057971","0.429906542056075","0.419607843137255"
"gerald-ford","#645536","0.11231884057971","0.46","0.392156862745098"
"theodore-roosevelt","#755F31","0.112745098039216","0.581196581196581","0.458823529411765"
"theodore-roosevelt","#564012","0.112745098039216","0.790697674418605","0.337254901960784"
"william-harrison","#272011","0.113636363636364","0.564102564102564","0.152941176470588"
"lyndon-johnson","#E8CF98","0.114583333333333","0.344827586206897","0.909803921568627"
"rutherford-hayes","#403826","0.115384615384615","0.40625","0.250980392156863"
"theodore-roosevelt","#3E3624","0.115384615384615","0.419354838709677","0.243137254901961"
"theodore-roosevelt","#443616","0.115942028985507","0.676470588235294","0.266666666666667"
"w-bush","#CAA859","0.116519174041298","0.559405940594059","0.792156862745098"
"woodrow-wilson","#5E502E","0.118055555555556","0.51063829787234","0.368627450980392"
"jimmy-carter","#5C4F2F","0.118518518518519","0.489130434782609","0.36078431372549"
"richard-nixon","#544215","0.119047619047619","0.75","0.329411764705882"
"franklin-roosevelt","#191304","0.119047619047619","0.84","0.0980392156862745"
"theodore-roosevelt","#6E5A27","0.119718309859155","0.645454545454545","0.431372549019608"
"william-taft","#423B29","0.12","0.378787878787879","0.258823529411765"
"lyndon-johnson","#C9C0A8","0.121212121212121","0.164179104477612","0.788235294117647"
"theodore-roosevelt","#63542C","0.121212121212121","0.555555555555556","0.388235294117647"
"calvin-coolidge","#120E03","0.122222222222222","0.833333333333333","0.0705882352941176"
"bill-clinton","#3B3219","0.122549019607843","0.576271186440678","0.231372549019608"
"warren-harding","#6C5E37","0.122641509433962","0.490740740740741","0.423529411764706"
"hw-bush","#706032","0.123655913978495","0.553571428571429","0.43921568627451"
"bill-clinton","#504C40","0.125","0.2","0.313725490196078"
"barack-obama","#D8C792","0.126190476190476","0.324074074074074","0.847058823529412"
"richard-nixon","#493B0F","0.126436781609195","0.794520547945205","0.286274509803922"
"millard-fillmore","#423E30","0.12962962962963","0.272727272727273","0.258823529411765"
"thomas-jefferson","#232015","0.130952380952381","0.4","0.137254901960784"
"jimmy-carter","#908043","0.132034632034632","0.534722222222222","0.564705882352941"
"theodore-roosevelt","#635C41","0.132352941176471","0.343434343434343","0.388235294117647"
"lyndon-johnson","#BEB8A0","0.133333333333333","0.157894736842105","0.745098039215686"
"calvin-coolidge","#29240F","0.134615384615385","0.634146341463415","0.16078431372549"
"benjamin-harrison","#121007","0.136363636363636","0.611111111111111","0.0705882352941176"
"abraham-lincoln","#3E3A28","0.136363636363636","0.354838709677419","0.243137254901961"
"dwight-eisenhower","#453D18","0.137037037037037","0.652173913043478","0.270588235294118"
"gerald-ford","#3B3519","0.137254901960784","0.576271186440678","0.231372549019608"
"lyndon-johnson","#2B281A","0.137254901960784","0.395348837209302","0.168627450980392"
"lyndon-johnson","#9A9476","0.138888888888889","0.233766233766234","0.603921568627451"
"barack-obama","#413808","0.140350877192982","0.876923076923077","0.254901960784314"
"lyndon-johnson","#67634A","0.14367816091954","0.281553398058252","0.403921568627451"
"calvin-coolidge","#4F491C","0.147058823529412","0.645569620253165","0.309803921568627"
"jimmy-carter","#33311E","0.150793650793651","0.411764705882353","0.2"
"lyndon-johnson","#625F42","0.151041666666667","0.326530612244898","0.384313725490196"
"lyndon-johnson","#DFDCBD","0.151960784313726","0.152466367713004","0.874509803921569"
"gerald-ford","#BEBD88","0.16358024691358","0.28421052631579","0.745098039215686"
"ulysses-grant","#030300","0.166666666666667","1","0.0117647058823529"
"thomas-jefferson","#060601","0.166666666666667","0.833333333333333","0.0235294117647059"
"abraham-lincoln","#29291C","0.166666666666667","0.317073170731707","0.16078431372549"
"gerald-ford","#4B4C38","0.175","0.263157894736842","0.298039215686275"
"william-taft","#14150F","0.194444444444444","0.285714285714286","0.0823529411764706"
"lyndon-johnson","#5D6051","0.2","0.15625","0.376470588235294"
"barack-obama","#CCDB9E","0.207650273224044","0.278538812785388","0.858823529411765"
"barack-obama","#D2E8A1","0.21830985915493","0.306034482758621","0.909803921568627"
"barack-obama","#B2CD87","0.230952380952381","0.341463414634146","0.803921568627451"
"barack-obama","#A0C073","0.235930735930736","0.401041666666667","0.752941176470588"
"barack-obama","#8CB35C","0.241379310344828","0.486033519553073","0.701960784313725"
"barack-obama","#3E6334","0.297872340425532","0.474747474747475","0.388235294117647"
"calvin-coolidge","#010201","0.333333333333333","0.5","0.00784313725490196"
"barack-obama","#498059","0.381818181818182","0.4296875","0.501960784313725"
"barack-obama","#97D6AE","0.394179894179894","0.294392523364486","0.83921568627451"
"barack-obama","#7AB08F","0.398148148148148","0.306818181818182","0.690196078431373"
"barack-obama","#83BC9A","0.400584795321637","0.303191489361702","0.737254901960784"
"barack-obama","#8CD9B0","0.411255411255411","0.354838709677419","0.850980392156863"
"dwight-eisenhower","#246358","0.470899470899471","0.636363636363636","0.388235294117647"
"w-bush","#1A2F33","0.526666666666667","0.490196078431373","0.2"
"w-bush","#303E41","0.529411764705882","0.261538461538461","0.254901960784314"
"w-bush","#648693","0.546099290780142","0.319727891156463","0.576470588235294"
"james-buchanan","#1C2022","0.555555555555556","0.176470588235294","0.133333333333333"
"w-bush","#667C89","0.561904761904762","0.255474452554744","0.537254901960784"
"james-madison","#05090C","0.571428571428572","0.583333333333333","0.0470588235294118"
"bill-clinton","#405B79","0.587719298245614","0.471074380165289","0.474509803921569"
"franklin-roosevelt","#091421","0.590277777777778","0.727272727272727","0.129411764705882"
"bill-clinton","#3A527A","0.604166666666667","0.524590163934426","0.47843137254902"
"george-washington","#03010C","0.696969696969697","0.916666666666667","0.0470588235294118"
"john-adams","#0A080B","0.777777777777778","0.272727272727273","0.0431372549019608"
"abraham-lincoln","#190F17","0.866666666666667","0.4","0.0980392156862745"
"warren-harding","#0B0006","0.909090909090909","1","0.0431372549019608"
"franklin-pierce","#1F0B15","0.916666666666667","0.645161290322581","0.12156862745098"
"abraham-lincoln","#22181C","0.933333333333333","0.294117647058824","0.133333333333333"
"rutherford-hayes","#150207","0.956140350877193","0.904761904761905","0.0823529411764706"
"grover-cleveland","#120809","0.983333333333333","0.555555555555556","0.0705882352941176"
"ulysses-grant","#3A0308","0.984848484848485","0.948275862068966","0.227450980392157"
"james-garfield","#2E1516","0.993333333333333","0.543478260869565","0.180392156862745"
