"id","name","lastName","vector","rgb_color","hsv","h","s","v","Presidency","Wikipedia.Entry","year.took","year.left","Party","time"
"james-buchanan","James","Buchanan","#45453A","69 69 58","0.166666666666667 0.159420289855072 0.270588235294118","0.166666666666667","0.159420289855072","0.270588235294118",15,"http://en.wikipedia.org/wiki/James_Buchanan","1857","1861","Democratic ","1857-1861"
"james-buchanan","James","Buchanan","#222922","34 41 34","0.333333333333333 0.170731707317073 0.16078431372549","0.333333333333333","0.170731707317073","0.16078431372549",15,"http://en.wikipedia.org/wiki/James_Buchanan","1857","1861","Democratic ","1857-1861"
"james-buchanan","James","Buchanan","#677A6D","103 122 109","0.385964912280702 0.155737704918033 0.47843137254902","0.385964912280702","0.155737704918033","0.47843137254902",15,"http://en.wikipedia.org/wiki/James_Buchanan","1857","1861","Democratic ","1857-1861"
"james-buchanan","James","Buchanan","#110106","17 1 6","0.947916666666667 0.941176470588235 0.0666666666666667","0.947916666666667","0.941176470588235","0.0666666666666667",15,"http://en.wikipedia.org/wiki/James_Buchanan","1857","1861","Democratic ","1857-1861"
"james-buchanan","James","Buchanan","#18060B","24 6 11","0.953703703703704 0.75 0.0941176470588235","0.953703703703704","0.75","0.0941176470588235",15,"http://en.wikipedia.org/wiki/James_Buchanan","1857","1861","Democratic ","1857-1861"
"hw-bush","George H. W.","Bush","#39130F","57 19 15","0.0158730158730159 0.736842105263158 0.223529411764706","0.0158730158730159","0.736842105263158","0.223529411764706",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#8E362B","142 54 43","0.0185185185185185 0.697183098591549 0.556862745098039","0.0185185185185185","0.697183098591549","0.556862745098039",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#60443C","96 68 60","0.037037037037037 0.375 0.376470588235294","0.037037037037037","0.375","0.376470588235294",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#2E0B01","46 11 1","0.037037037037037 0.978260869565217 0.180392156862745","0.037037037037037","0.978260869565217","0.180392156862745",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#6A3718","106 55 24","0.0630081300813008 0.773584905660377 0.415686274509804","0.0630081300813008","0.773584905660377","0.415686274509804",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#6C3B1B","108 59 27","0.065843621399177 0.75 0.423529411764706","0.065843621399177","0.75","0.423529411764706",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#574538","87 69 56","0.0698924731182795 0.35632183908046 0.341176470588235","0.0698924731182795","0.35632183908046","0.341176470588235",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#342113","52 33 19","0.0707070707070707 0.634615384615385 0.203921568627451","0.0707070707070707","0.634615384615385","0.203921568627451",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#EC9F67","236 159 103","0.0701754385964912 0.563559322033898 0.925490196078431","0.0701754385964912","0.563559322033898","0.925490196078431",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#AE764D","174 118 77","0.070446735395189 0.557471264367816 0.682352941176471","0.070446735395189","0.557471264367816","0.682352941176471",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#FFC191","255 193 145","0.0727272727272727 0.431372549019608 1","0.0727272727272727","0.431372549019608","1",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
